item_id,order_id,product_id,quantity,unit_price,discount_percent
I24946,O01906,P344,2,33573,44
I24947,O07496,P394,5,22923,7
I24948,O06264,P053,2,18018,32
I24949,O07604,P448,5,28139,47
I24950,O08571,P244,5,9957,20
I24951,O01198,P023,5,17690,33
I24952,O01794,P466,3,4773,41
I24953,O08850,P059,5,42926,37
I24954,O06985,P138,4,10926,42
I24955,O03080,P477,3,24785,49
I24956,O03211,P114,4,31049,45
I24957,O09581,P188,4,15729,30
I24958,O02472,P025,3,15385,39
I24959,O00045,P125,4,45487,9
I24960,O07838,P468,4,8509,44
I24961,O05022,P406,1,3045,5
I24962,O09393,P061,3,36971,37
I24963,O03974,P225,5,9809,45
I24964,O00899,P094,3,43281,36
I24965,O04112,P038,2,19238,50
I24966,O08129,P141,3,16915,17
I24967,O07268,P435,4,513,21
I24968,O00771,P451,3,48751,40
I24969,O02844,P252,4,6187,50
I24970,O04450,P364,1,25406,42
I24971,O09380,P236,1,6565,14
I24972,O00662,P260,5,14605,3
I24973,O00804,P399,3,28453,11
I24974,O00147,P071,1,2996,17
I24975,O08981,P417,1,36008,26
I24976,O05667,P272,2,21190,18
I24977,O00164,P159,2,18355,28
I24978,O03359,P082,2,13476,38
I24979,O03225,P105,4,16596,48
I24980,O05981,P096,3,31003,48
I24981,O06081,P194,4,36309,31
I24982,O04259,P317,3,44001,34
I24983,O04205,P366,1,23837,28
I24984,O02305,P350,4,42107,14
I24985,O07920,P320,4,46026,9
I24986,O03857,P171,3,6431,30
I24987,O06848,P163,4,741,44
I24988,O02497,P052,2,46184,33
I24989,O09519,P295,4,2445,40
I24990,O05665,P250,3,21713,9
I24991,O05620,P325,4,35633,20
I24992,O05182,P360,5,47720,42
I24993,O09987,P338,1,13456,34
I24994,O02999,P195,2,31325,47
I24995,O00193,P272,4,19020,47
I24996,O03981,P028,3,30851,11
I24997,O03255,P222,1,18693,37
I24998,O04666,P349,3,15037,15
I24999,O05550,P261,2,7029,25
I25000,O07770,P014,2,2976,22
I25001,O02930,P493,2,16531,7
I25002,O00203,P057,4,390,21
I25003,O00561,P318,3,23335,17
I25004,O05981,P361,4,12159,22
I25005,O03918,P350,4,43570,4
I25006,O05620,P424,2,3987,1
I25007,O06909,P056,3,30110,38
I25008,O05881,P408,4,46594,6
I25009,O07460,P237,1,46584,39
I25010,O07696,P267,1,40049,38
I25011,O01198,P208,3,1644,4
I25012,O01444,P445,1,29564,39
I25013,O09308,P346,4,6656,45
I25014,O08547,P263,5,10150,49
I25015,O00633,P093,4,1260,37
I25016,O02432,P361,2,14681,37
I25017,O06504,P314,1,37029,7
I25018,O06555,P399,1,29018,34
I25019,O03888,P120,2,34955,34
I25020,O09858,P142,5,4589,39
I25021,O09293,P245,4,40540,10
I25022,O00443,P361,5,6680,37
I25023,O08545,P365,5,37942,11
I25024,O07950,P425,2,16454,16
I25025,O02988,P087,2,31449,5
I25026,O01723,P018,3,19449,22
I25027,O08301,P151,1,13492,18
I25028,O08153,P374,3,11172,39
I25029,O08850,P142,1,41133,36
I25030,O00464,P488,5,49142,28
I25031,O06453,P429,4,21944,42
I25032,O03822,P200,2,46612,26
I25033,O09334,P198,4,12844,0
I25034,O08839,P347,4,27747,31
I25035,O06181,P111,3,49717,2
I25036,O05376,P339,1,3218,45
I25037,O03348,P256,1,7193,28
I25038,O08443,P411,1,19910,42
I25039,O05990,P270,3,958,0
I25040,O04588,P024,1,47014,17
I25041,O05043,P366,1,27886,5
I25042,O09584,P356,4,44277,37
I25043,O06592,P434,4,48190,7
I25044,O02601,P028,5,47726,40
I25045,O07181,P104,3,34841,27
I25046,O06589,P167,3,19089,11
I25047,O05715,P432,3,19342,49
I25048,O09134,P404,3,2078,46
I25049,O03326,P470,5,33982,26
I25050,O08383,P349,2,2305,33
I25051,O08352,P219,1,44339,0
I25052,O07246,P200,4,23190,0
I25053,O09082,P100,2,3664,44
I25054,O04162,P314,1,3234,22
I25055,O08504,P300,4,5763,40
I25056,O08718,P323,2,3967,45
I25057,O07170,P472,1,27833,35
I25058,O08884,P467,1,28902,17
I25059,O05125,P423,5,23506,4
I25060,O09113,P047,5,4913,41
I25061,O02471,P019,4,34472,36
I25062,O00390,P183,2,49703,24
I25063,O07058,P213,2,10094,44
I25064,O02059,P189,3,2449,8
I25065,O04666,P202,3,47962,48
I25066,O03363,P043,2,40173,37
I25067,O05814,P008,2,14089,43
I25068,O05463,P076,1,10510,42
I25069,O04691,P204,5,2833,13
I25070,O03553,P428,1,3949,5
I25071,O08774,P377,1,10386,40
I25072,O06568,P467,1,14657,28
I25073,O04178,P277,2,6470,24
I25074,O07861,P474,5,28866,16
I25075,O00807,P287,3,33154,11
I25076,O07168,P393,3,26151,37
I25077,O04314,P336,4,7510,33
I25078,O08192,P235,2,5224,23
I25079,O06478,P153,1,29160,46
I25080,O02165,P463,3,12496,30
I25081,O07731,P134,4,27996,36
I25082,O00495,P233,4,32688,33
I25083,O01161,P373,1,2887,5
I25084,O09543,P457,4,19774,35
I25085,O05565,P132,1,18412,14
I25086,O08033,P424,2,32016,41
I25087,O06471,P475,5,36246,46
I25088,O04107,P042,4,30751,44
I25089,O03152,P205,4,29529,44
I25090,O01839,P049,5,15504,46
I25091,O04451,P382,1,8927,23
I25092,O01946,P029,4,6805,14
I25093,O05215,P200,2,3049,36
I25094,O01169,P151,2,4991,13
I25095,O02717,P440,4,5354,31
I25096,O08732,P429,5,6595,29
I25097,O00247,P208,1,12792,40
I25098,O02234,P456,2,45051,43
I25099,O06951,P096,1,29542,9
I25100,O07534,P065,1,678,2
I25101,O00167,P242,3,4161,31
I25102,O09772,P085,2,8960,26
I25103,O08167,P404,2,38304,21
I25104,O07636,P121,2,16967,38
I25105,O05524,P140,2,42770,10
I25106,O06530,P275,2,34028,1
I25107,O04002,P366,3,10757,14
I25108,O06373,P110,3,28395,48
I25109,O08210,P091,3,24545,4
I25110,O00630,P485,4,23717,46
I25111,O00041,P452,2,38640,46
I25112,O04495,P463,4,34126,29
I25113,O02447,P043,5,24351,31
I25114,O07281,P070,2,11308,14
I25115,O02845,P063,2,2206,33
I25116,O03124,P143,1,16222,37
I25117,O06947,P252,5,7671,46
I25118,O08300,P492,3,45107,28
I25119,O02370,P138,3,35647,29
I25120,O08161,P089,3,9242,27
I25121,O06318,P388,5,8092,1
I25122,O00898,P034,3,30257,1
I25123,O08167,P364,1,10542,10
I25124,O06624,P288,1,31898,20
I25125,O09893,P101,1,38487,5
I25126,O04608,P095,4,46992,22
I25127,O02307,P003,4,8052,13
I25128,O02106,P288,5,5105,1
I25129,O06440,P467,4,30334,6
I25130,O05767,P390,5,3203,37
I25131,O08209,P353,2,37767,8
I25132,O08321,P177,3,14197,20
I25133,O02991,P372,4,3066,2
I25134,O02662,P208,3,5347,50
I25135,O05553,P151,1,11417,18
I25136,O02305,P272,1,11430,15
I25137,O04855,P266,4,42177,18
I25138,O03378,P010,3,272,40
I25139,O07292,P237,5,8127,10
I25140,O02869,P179,4,43304,17
I25141,O04050,P421,4,5123,2
I25142,O08983,P251,1,37060,17
I25143,O08794,P492,4,38642,19
I25144,O09243,P367,1,44356,3
I25145,O06318,P158,4,15538,3
I25146,O06726,P342,1,19122,28
I25147,O04986,P003,5,20786,25
I25148,O09641,P264,3,31162,12
I25149,O08599,P189,5,9273,25
I25150,O07512,P290,2,17618,24
I25151,O07714,P025,1,18592,22
I25152,O04880,P306,1,32394,21
I25153,O03384,P104,3,49953,38
I25154,O08031,P135,2,9971,47
I25155,O00459,P405,3,45803,14
I25156,O07155,P419,3,10106,21
I25157,O09657,P191,4,47386,11
I25158,O08164,P419,3,8987,50
I25159,O04417,P239,2,19187,2
I25160,O00664,P467,2,46965,12
I25161,O05709,P447,2,40731,34
I25162,O02908,P460,3,13506,26
I25163,O04197,P077,5,34963,48
I25164,O03110,P247,3,27070,22
I25165,O06787,P239,1,4130,8
I25166,O06296,P229,1,11047,40
I25167,O02580,P494,5,23614,22
I25168,O06616,P370,1,17270,39
I25169,O04248,P081,3,32848,17
I25170,O02066,P013,4,42510,26
I25171,O02827,P417,3,27040,36
I25172,O02048,P486,2,33593,29
I25173,O00421,P374,2,22774,11
I25174,O08771,P298,2,37980,37
I25175,O08401,P181,2,47553,22
I25176,O05616,P214,3,22337,33
I25177,O02091,P011,4,36190,7
I25178,O07971,P481,3,14279,32
I25179,O08056,P108,2,47749,34
I25180,O06787,P378,5,46865,29
I25181,O05209,P139,4,6828,38
I25182,O06880,P372,2,12572,18
I25183,O00075,P301,5,29997,38
I25184,O04955,P426,4,32033,20
I25185,O04998,P132,5,43122,2
I25186,O05485,P367,5,21538,47
I25187,O00237,P472,3,19089,48
I25188,O00514,P036,4,13414,41
I25189,O02011,P075,2,1605,0
I25190,O01094,P048,1,21376,9
I25191,O09359,P329,5,27329,14
I25192,O01282,P444,5,1125,0
I25193,O08401,P493,3,4201,43
I25194,O08849,P302,3,26687,19
I25195,O03764,P461,3,40401,10
I25196,O02151,P172,5,25597,9
I25197,O08393,P423,3,42468,8
I25198,O02508,P053,3,20800,13
I25199,O03283,P347,3,44974,14
I25200,O07374,P179,4,43620,5
I25201,O05230,P133,5,918,40
I25202,O02831,P358,4,31359,35
I25203,O03562,P401,3,25434,1
I25204,O06917,P055,4,8157,29
I25205,O03591,P193,2,2597,27
I25206,O02844,P217,1,42519,28
I25207,O03021,P078,2,39037,37
I25208,O08154,P383,2,35740,12
I25209,O01171,P496,5,17032,28
I25210,O09872,P405,3,7774,24
I25211,O06799,P335,4,2048,0
I25212,O07895,P400,4,8009,14
I25213,O01872,P081,1,17721,49
I25214,O00895,P027,2,22097,0
I25215,O07018,P438,4,28806,28
I25216,O03498,P014,1,45487,33
I25217,O08976,P428,3,10695,14
I25218,O01050,P119,3,43877,49
I25219,O00339,P292,1,10366,26
I25220,O01940,P469,1,30762,29
I25221,O03102,P354,1,5289,31
I25222,O00433,P003,2,1665,6
I25223,O06918,P178,1,32204,5
I25224,O00436,P351,4,28249,44
I25225,O08051,P039,1,20719,13
I25226,O04595,P059,1,1316,30
I25227,O02502,P306,3,3511,30
I25228,O08439,P231,5,34324,7
I25229,O03644,P339,3,39750,38
I25230,O09806,P484,4,44102,22
I25231,O09532,P422,4,30927,27
I25232,O05133,P136,3,30228,48
I25233,O07261,P300,1,23246,26
I25234,O06925,P203,3,12708,33
I25235,O06882,P199,5,24814,0
I25236,O07572,P445,5,24947,11
I25237,O09611,P230,4,49853,50
I25238,O01695,P459,1,377,31
I25239,O09608,P100,5,33536,22
I25240,O00052,P303,1,29814,48
I25241,O02803,P356,3,7051,35
I25242,O08112,P061,2,40780,40
I25243,O05435,P153,5,32293,38
I25244,O07497,P406,3,45374,21
I25245,O09497,P039,4,39860,17
I25246,O01110,P188,5,43275,47
I25247,O09708,P011,3,43216,18
I25248,O00169,P196,1,8394,31
I25249,O00884,P351,3,42620,37
I25250,O03781,P194,2,5833,4
I25251,O09748,P219,1,13089,18
I25252,O07760,P164,2,37131,32
I25253,O01235,P339,5,10317,32
I25254,O08444,P353,5,6560,25
I25255,O08199,P432,5,19309,40
I25256,O05354,P189,2,36831,45
I25257,O00182,P458,4,47684,14
I25258,O05984,P259,4,13023,39
I25259,O07933,P468,3,24473,49
I25260,O03816,P467,4,25377,29
I25261,O00636,P327,2,26346,11
I25262,O03280,P446,2,22258,21
I25263,O05541,P407,5,12486,37
I25264,O07045,P370,2,33219,25
I25265,O05448,P211,3,48228,5
I25266,O00731,P403,4,15803,37
I25267,O04284,P373,1,30265,2
I25268,O01402,P458,3,36995,11
I25269,O07070,P400,4,12667,16
I25270,O01313,P045,5,45188,10
I25271,O08523,P201,5,21623,20
I25272,O06260,P369,4,25543,47
I25273,O09185,P465,3,12476,0
I25274,O00362,P379,1,10160,23
I25275,O06347,P348,5,29799,8
I25276,O08009,P382,2,44288,21
I25277,O08366,P499,1,45798,9
I25278,O09277,P328,1,26214,25
I25279,O01786,P063,2,44424,44
I25280,O02529,P229,1,40365,34
I25281,O09112,P253,1,24290,19
I25282,O01346,P056,4,38707,46
I25283,O03439,P013,1,48925,17
I25284,O08815,P076,1,33484,49
I25285,O07469,P399,3,35138,27
I25286,O01885,P294,3,48083,20
I25287,O09760,P429,5,2488,27
I25288,O03088,P228,1,17363,35
I25289,O00838,P037,3,40695,13
I25290,O02426,P237,4,21812,41
I25291,O03964,P371,2,16934,15
I25292,O04366,P175,4,20086,43
I25293,O06994,P008,5,9257,47
I25294,O01589,P459,5,45027,42
I25295,O02862,P058,4,34535,41
I25296,O05270,P340,2,9151,41
I25297,O04754,P482,2,14762,35
I25298,O02145,P031,5,25510,39
I25299,O01345,P410,4,12450,30
I25300,O08072,P190,3,21175,37
I25301,O02283,P493,4,8595,31
I25302,O06922,P051,3,41420,42
I25303,O06426,P230,4,23222,10
I25304,O03983,P210,1,31257,31
I25305,O05753,P353,1,42340,24
I25306,O09023,P082,1,29078,39
I25307,O07673,P408,1,37768,48
I25308,O01110,P199,3,27284,3
I25309,O07026,P265,2,24099,49
I25310,O05031,P063,3,15267,49
I25311,O00557,P130,4,38936,30
I25312,O01426,P379,2,43887,36
I25313,O09102,P456,3,3925,28
I25314,O01049,P268,1,14673,36
I25315,O01532,P033,1,45418,49
I25316,O04790,P209,3,49893,33
I25317,O00837,P476,1,49312,28
I25318,O04776,P401,4,34617,15
I25319,O08709,P403,5,11532,5
I25320,O09984,P031,2,12888,1
I25321,O07483,P079,1,16426,33
I25322,O02281,P311,2,31708,26
I25323,O01414,P183,4,28347,29
I25324,O08928,P017,2,45099,35
I25325,O08829,P344,3,33389,9
I25326,O07434,P079,2,15783,38
I25327,O08738,P234,3,31472,3
I25328,O08825,P450,4,46259,11
I25329,O08814,P368,4,42529,41
I25330,O08370,P010,4,12872,11
I25331,O01036,P053,1,1560,31
I25332,O03815,P085,4,13271,23
I25333,O00435,P170,2,4152,23
I25334,O05940,P378,3,42999,47
I25335,O03142,P183,4,14487,35
I25336,O09117,P078,4,43836,17
I25337,O01157,P037,2,41542,23
I25338,O01027,P215,3,17289,1
I25339,O06499,P150,5,42427,17
I25340,O00709,P297,1,9199,7
I25341,O08886,P405,4,9317,49
I25342,O04866,P420,4,22341,45
I25343,O09913,P284,4,32907,10
I25344,O02184,P474,4,49536,39
I25345,O08767,P026,1,31411,2
I25346,O08397,P066,1,19994,22
I25347,O01520,P020,2,11206,20
I25348,O08889,P297,4,44580,42
I25349,O01115,P061,2,28578,3
I25350,O07450,P454,3,5408,40
I25351,O01592,P425,4,37053,10
I25352,O08172,P117,2,25283,33
I25353,O08473,P456,4,32411,43
I25354,O06306,P023,4,23811,50
I25355,O01861,P259,4,30307,36
I25356,O01223,P438,5,43700,20
I25357,O01697,P361,5,37606,45
I25358,O06859,P119,4,36888,47
I25359,O08940,P302,5,48081,34
I25360,O07645,P297,2,40785,6
I25361,O04520,P259,3,36993,8
I25362,O06395,P424,5,34973,25
I25363,O02949,P207,2,45759,21
I25364,O03752,P325,1,25714,7
I25365,O08435,P114,4,20271,37
I25366,O03499,P182,1,9292,11
I25367,O08524,P279,3,33492,25
I25368,O03377,P187,5,8926,18
I25369,O06848,P149,3,16159,22
I25370,O00157,P399,1,29113,38
I25371,O08026,P423,2,7762,26
I25372,O05649,P280,4,25497,30
I25373,O05577,P365,4,16556,38
I25374,O06855,P233,3,35014,47
I25375,O09047,P134,4,34113,9
I25376,O04328,P382,4,40718,11
I25377,O06888,P363,4,40005,14
I25378,O06982,P133,2,9213,39
I25379,O04482,P243,4,15776,41
I25380,O08431,P352,4,32843,8
I25381,O02018,P173,4,4453,33
I25382,O05966,P171,1,39911,29
I25383,O05704,P322,1,12168,34
I25384,O00992,P393,5,17658,9
I25385,O03647,P013,3,1509,1
I25386,O05456,P286,2,7948,15
I25387,O04675,P358,2,38849,13
I25388,O08343,P227,3,35422,25
I25389,O06096,P358,1,1364,50
I25390,O06625,P460,1,26453,44
I25391,O07032,P258,5,39036,22
I25392,O06812,P355,4,35858,50
I25393,O05552,P069,4,11882,17
I25394,O03831,P469,3,36809,41
I25395,O00058,P021,3,31046,48
I25396,O07339,P055,5,12066,1
I25397,O01515,P445,5,20458,19
I25398,O08162,P338,1,11228,20
I25399,O07118,P381,4,18303,31
I25400,O06659,P006,5,22349,17
I25401,O04162,P478,4,39037,26
I25402,O06734,P171,4,41118,32
I25403,O09335,P044,2,8746,13
I25404,O05897,P013,4,33190,38
I25405,O05114,P073,4,19319,9
I25406,O04431,P131,3,48677,6
I25407,O00744,P354,3,30425,11
I25408,O08389,P025,5,43390,5
I25409,O06988,P146,5,39398,28
I25410,O09696,P481,5,49146,35
I25411,O03841,P431,5,43923,40
I25412,O00158,P085,3,24656,32
I25413,O00409,P462,2,23454,29
I25414,O03153,P377,4,38202,3
I25415,O02012,P059,2,19128,12
I25416,O01937,P484,5,16644,24
I25417,O06464,P239,1,32867,37
I25418,O02430,P064,5,31992,6
I25419,O03888,P352,4,1430,17
I25420,O09215,P274,5,42577,34
I25421,O09839,P306,3,47638,4
I25422,O04564,P445,4,15396,41
I25423,O09733,P381,1,39102,36
I25424,O06814,P038,1,12341,3
I25425,O03589,P165,4,35850,21
I25426,O02843,P018,1,10183,43
I25427,O02694,P480,2,40388,50
I25428,O01591,P339,2,412,23
I25429,O07898,P284,2,35580,47
I25430,O06977,P284,2,37869,16
I25431,O07384,P146,3,44245,46
I25432,O08974,P237,5,37143,4
I25433,O07910,P026,4,16601,1
I25434,O00554,P278,1,28876,13
I25435,O06591,P218,4,10501,46
I25436,O02412,P171,2,5530,6
I25437,O02298,P298,4,7692,11
I25438,O07187,P474,4,8820,47
I25439,O06048,P216,1,7703,2
I25440,O04404,P304,5,17446,49
I25441,O07836,P090,2,313,10
I25442,O06150,P279,5,37871,2
I25443,O00211,P497,5,32173,48
I25444,O07147,P104,3,2303,25
I25445,O09722,P477,3,37136,1
I25446,O09763,P404,1,36486,32
I25447,O05065,P332,1,30733,3
I25448,O06665,P079,2,31863,18
I25449,O09803,P056,2,27169,46
I25450,O07240,P022,2,27402,18
I25451,O06682,P376,1,46170,20
I25452,O06492,P426,5,46678,48
I25453,O01702,P373,3,32476,6
I25454,O08403,P432,5,49842,39
I25455,O06258,P359,2,20921,22
I25456,O03556,P207,2,46672,39
I25457,O05639,P354,1,23479,29
I25458,O09510,P049,3,20583,12
I25459,O04418,P322,5,49902,24
I25460,O06171,P001,4,22264,29
I25461,O05586,P015,5,38057,25
I25462,O02881,P161,1,49724,31
I25463,O05597,P396,1,30139,10
I25464,O04301,P378,2,24453,30
I25465,O03279,P013,4,28089,47
I25466,O05763,P002,2,9657,3
I25467,O07390,P109,1,32957,19
I25468,O05871,P372,1,35595,46
I25469,O00502,P447,3,20857,5
I25470,O07083,P319,2,12880,19
I25471,O06222,P139,5,17632,32
I25472,O09497,P419,1,40534,20
I25473,O09777,P016,4,42671,1
I25474,O06747,P262,2,3068,8
I25475,O06361,P094,4,36575,14
I25476,O01912,P252,2,26717,22
I25477,O08473,P112,2,38874,20
I25478,O07193,P413,4,40116,12
I25479,O07361,P075,2,31188,46
I25480,O07056,P448,3,35104,25
I25481,O05601,P414,1,1789,24
I25482,O08547,P158,4,23020,26
I25483,O03162,P206,4,2005,15
I25484,O06779,P469,3,45414,8
I25485,O08876,P384,2,43651,8
I25486,O03928,P486,2,44272,14
I25487,O07903,P471,4,43925,1
I25488,O08202,P283,4,46508,41
I25489,O03835,P266,3,26175,13
I25490,O04133,P203,5,26622,50
I25491,O00245,P308,1,901,18
I25492,O05807,P212,4,34103,7
I25493,O00049,P371,5,26372,6
I25494,O02715,P076,3,19767,46
I25495,O04021,P238,4,7724,1
I25496,O03826,P200,5,26789,3
I25497,O09210,P210,1,46058,48
I25498,O01946,P190,3,19499,23
I25499,O03888,P489,4,46511,18
I25500,O05865,P046,3,36980,23
I25501,O06272,P174,3,16544,28
I25502,O09942,P500,4,13977,50
I25503,O08846,P116,1,17083,21
I25504,O04280,P422,4,44721,37
I25505,O04533,P337,2,10319,41
I25506,O09533,P392,2,23024,0
I25507,O03213,P157,3,30349,48
I25508,O07126,P122,5,29056,25
I25509,O07032,P245,4,30074,41
I25510,O07090,P094,2,41730,41
I25511,O02253,P150,3,15569,17
I25512,O02898,P387,5,35525,6
I25513,O04134,P283,5,6872,6
I25514,O04985,P400,5,10504,28
I25515,O01829,P283,3,20542,18
I25516,O06463,P486,5,48733,34
I25517,O03754,P496,2,13146,44
I25518,O03577,P276,4,19287,25
I25519,O08572,P264,3,4050,46
I25520,O00358,P333,5,22485,14
I25521,O02512,P271,4,29336,32
I25522,O07982,P442,1,6763,45
I25523,O00592,P132,5,30472,50
I25524,O05532,P017,1,9488,40
I25525,O08453,P015,5,18338,10
I25526,O06982,P048,1,38547,44
I25527,O00793,P221,2,7796,24
I25528,O08616,P269,2,7809,23
I25529,O01715,P306,2,44101,28
I25530,O00300,P016,5,41660,38
I25531,O03162,P236,3,29021,40
I25532,O05088,P461,2,39227,7
I25533,O08241,P483,4,23026,24
I25534,O03405,P192,2,15283,0
I25535,O02271,P142,5,16238,39
I25536,O08496,P471,1,48835,50
I25537,O04841,P328,4,27053,13
I25538,O00948,P169,5,27038,19
I25539,O01341,P054,5,11544,9
I25540,O03197,P131,3,46561,43
I25541,O01877,P222,1,11429,27
I25542,O01478,P310,5,6894,12
I25543,O07886,P098,3,46238,37
I25544,O07218,P218,1,25710,45
I25545,O04106,P402,2,19674,30
I25546,O09192,P363,1,14067,17
I25547,O09090,P249,2,33752,42
I25548,O05434,P060,5,1192,31
I25549,O02199,P357,2,20131,44
I25550,O06596,P242,1,27461,11
I25551,O08485,P027,3,11372,39
I25552,O01604,P400,2,5254,13
I25553,O07971,P220,2,43600,29
I25554,O04172,P038,4,37667,11
I25555,O03460,P066,1,4178,35
I25556,O03831,P069,5,30683,13
I25557,O03239,P068,1,28718,43
I25558,O02297,P375,5,49385,19
I25559,O08202,P126,4,29009,50
I25560,O08235,P168,3,26861,43
I25561,O09934,P390,5,30982,38
I25562,O08589,P291,3,5320,48
I25563,O08725,P371,2,7187,39
I25564,O00958,P169,2,21595,37
I25565,O01759,P169,1,39932,6
I25566,O00150,P193,4,27607,39
I25567,O00517,P478,2,25165,30
I25568,O07339,P154,1,12623,9
I25569,O04052,P138,1,29231,5
I25570,O05061,P358,2,8978,15
I25571,O09826,P298,4,23172,12
I25572,O04347,P221,4,14345,31
I25573,O07367,P438,2,41406,10
I25574,O06075,P497,2,20710,15
I25575,O03958,P295,2,21359,9
I25576,O03606,P462,2,30264,43
I25577,O07291,P338,1,41230,10
I25578,O09949,P497,2,9806,25
I25579,O00412,P047,4,42007,0
I25580,O08590,P070,5,3004,11
I25581,O09356,P150,3,19617,32
I25582,O07365,P344,3,43545,47
I25583,O00669,P268,1,18935,27
I25584,O04733,P253,4,40585,25
I25585,O00124,P364,4,11438,14
I25586,O04887,P173,5,38888,3
I25587,O07028,P309,3,1301,33
I25588,O04687,P157,1,27858,32
I25589,O05748,P092,1,15256,8
I25590,O08211,P473,1,18751,3
I25591,O04017,P401,3,41063,32
I25592,O02091,P214,3,5953,1
I25593,O03263,P493,1,22785,0
I25594,O08941,P266,3,46063,6
I25595,O04371,P100,5,22717,11
I25596,O01894,P252,3,17643,22
I25597,O07707,P208,4,14465,18
I25598,O06591,P208,2,7750,35
I25599,O01334,P401,3,23999,34
I25600,O05999,P089,5,23312,24
I25601,O03141,P118,2,23315,23
I25602,O09757,P203,4,19139,44
I25603,O01385,P341,2,7900,1
I25604,O07314,P018,2,43751,13
I25605,O06501,P156,3,32804,30
I25606,O08109,P161,2,6652,42
I25607,O02869,P114,4,25316,6
I25608,O09264,P031,4,26974,37
I25609,O06788,P306,5,4746,23
I25610,O09320,P188,1,20349,45
I25611,O04587,P055,5,45051,9
I25612,O01787,P138,1,45305,2
I25613,O05247,P195,2,13498,15
I25614,O02758,P426,5,35711,26
I25615,O03672,P050,3,2632,45
I25616,O03297,P234,4,33578,6
I25617,O00394,P474,1,13034,49
I25618,O07089,P201,3,16801,46
I25619,O03368,P161,2,24934,43
I25620,O04342,P158,3,23257,9
I25621,O05696,P013,4,28946,5
I25622,O03903,P229,3,37142,12
I25623,O01853,P210,3,27127,44
I25624,O08813,P265,4,12263,8
I25625,O08658,P365,3,42202,49
I25626,O07402,P054,5,22171,44
I25627,O02510,P252,2,43102,44
I25628,O07608,P276,1,9894,25
I25629,O04089,P162,3,14773,18
I25630,O05246,P117,1,38201,18
I25631,O09477,P345,1,4252,3
I25632,O05244,P457,4,15911,24
I25633,O03435,P103,2,12473,11
I25634,O08549,P219,4,17618,49
I25635,O09073,P430,1,509,50
I25636,O02599,P049,1,23497,1
I25637,O00285,P193,5,19861,29
I25638,O03363,P184,3,43808,26
I25639,O01806,P018,1,30408,6
I25640,O09705,P337,5,14468,17
I25641,O05024,P317,5,3498,48
I25642,O06308,P436,2,3697,34
I25643,O05827,P420,5,37215,30
I25644,O04400,P372,4,49838,29
I25645,O03564,P052,1,48889,23
I25646,O02304,P434,1,19073,24
I25647,O02310,P163,1,47478,27
I25648,O01430,P109,2,18935,23
I25649,O01130,P052,2,6074,33
I25650,O07834,P124,4,45236,40
I25651,O06585,P280,2,17207,24
I25652,O09810,P372,3,10332,24
I25653,O09662,P444,3,34481,10
I25654,O07779,P122,2,34117,22
I25655,O06704,P268,2,430,15
I25656,O01354,P024,1,19038,3
I25657,O02260,P203,5,32932,12
I25658,O00464,P339,5,23624,25
I25659,O03351,P470,3,4626,38
I25660,O08952,P227,4,26012,12
I25661,O05651,P298,3,5129,0
I25662,O00494,P285,4,46406,42
I25663,O09674,P267,3,35934,48
I25664,O04383,P207,5,7211,33
I25665,O02365,P497,3,49591,24
I25666,O00675,P297,1,31827,42
I25667,O03546,P392,3,30912,36
I25668,O08290,P172,1,31398,46
I25669,O08936,P054,4,28158,8
I25670,O02121,P340,4,8265,26
I25671,O00654,P027,1,43358,41
I25672,O00037,P044,2,22295,2
I25673,O06187,P181,5,1874,43
I25674,O00381,P169,3,12430,15
I25675,O09667,P078,1,33895,36
I25676,O08823,P268,5,34136,46
I25677,O06884,P092,1,14146,21
I25678,O08465,P292,5,46622,9
I25679,O09612,P348,3,16894,15
I25680,O03945,P441,2,12855,20
I25681,O07787,P292,5,39959,39
I25682,O09746,P420,1,14363,17
I25683,O01440,P370,3,43624,6
I25684,O06344,P132,4,17879,36
I25685,O05955,P311,1,28293,3
I25686,O06910,P095,4,41214,4
I25687,O09637,P311,4,48863,28
I25688,O01496,P101,1,8640,13
I25689,O02149,P036,1,44899,15
I25690,O02642,P326,3,43502,14
I25691,O07576,P494,4,11266,13
I25692,O02520,P127,5,19554,20
I25693,O00539,P035,1,49906,38
I25694,O00247,P154,1,2764,8
I25695,O01885,P460,3,27265,36
I25696,O09132,P262,1,43638,13
I25697,O07017,P037,4,33549,49
I25698,O01426,P379,3,18680,48
I25699,O04292,P086,2,31623,9
I25700,O01902,P399,1,37646,15
I25701,O09044,P319,1,48571,13
I25702,O03475,P132,4,9394,21
I25703,O08381,P454,2,49073,16
I25704,O00536,P481,1,15883,27
I25705,O00902,P391,5,43894,20
I25706,O04942,P385,2,3898,7
I25707,O05973,P171,1,16359,41
I25708,O07212,P271,2,27308,33
I25709,O04132,P462,1,23047,15
I25710,O05089,P084,4,21510,35
I25711,O00716,P373,4,37639,15
I25712,O05235,P358,1,16306,26
I25713,O00392,P059,5,5758,17
I25714,O00998,P371,1,42670,36
I25715,O05562,P244,2,15853,36
I25716,O06147,P095,2,10425,45
I25717,O01528,P381,2,40045,47
I25718,O03313,P368,3,15285,1
I25719,O06413,P201,3,31349,16
I25720,O06557,P187,4,36762,37
I25721,O07683,P219,2,23131,11
I25722,O04175,P273,5,519,35
